ag,train_task,test_task,neg_ratio,acc,recall,precision,f1
1ADQ,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:10,0.43945454545454543,0.9748,0.13699477205014335,0.2402286953521613
1ADQ,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:15,0.422075,0.9748,0.0956023694637323,0.17412739809224392
1ADQ,HIGH_VS_LOOSER,ONE_VS_NINE,1:1,0.8428214107053527,0.857,0.8334954289048824,0.845084311211912
1ADQ,HIGH_VS_LOOSER,ONE_VS_NINE,1:2,0.8466822274091363,0.857,0.7301073436701312,0.7884810010120527
1ADQ,HIGH_VS_LOOSER,ONE_VS_NINE,1:5,0.847574595765961,0.857,0.5262834684352738,0.6521077461573581
1ADQ,HIGH_VS_LOOSER,ONE_VS_NINE,1:10,0.8532230202745704,0.857,0.36806390654526716,0.5149621439730803
1ADQ,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:1,0.9237,0.857,0.988922224786522,0.9182470802528662
1ADQ,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:2,0.9452666666666667,0.857,0.9758597130494193,0.9125758705143222
1ADQ,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:5,0.9685,0.857,0.9490586932447398,0.9006831318970047
1ADQ,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:10,0.9783272727272727,0.857,0.8998320033599329,0.8778938742061052
1ADQ,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:15,0.982025,0.857,0.8556309904153354,0.8563149480415667
1ADQ,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:1,0.8559,0.857,0.8551187387746957,0.8560583358305863
1ADQ,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:2,0.8517333333333333,0.857,0.7395581636175353,0.7939596071891791
1ADQ,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:5,0.8486666666666667,0.857,0.5283600493218249,0.6536994660564456
1ADQ,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:10,0.8450545454545455,0.857,0.3543665233212041,0.5014041656915517
1ADQ,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:15,0.8435,0.857,0.2663144810441268,0.4063537221431958
1FBI,ONE_VS_NINE,ONE_VS_NINE,1:1,0.966983491745873,0.961,0.9726720647773279,0.9668008048289738
1FBI,ONE_VS_NINE,ONE_VS_NINE,1:2,0.9711237079026342,0.961,0.9528058695221099,0.956885392810913
1FBI,ONE_VS_NINE,ONE_VS_NINE,1:5,0.9735955992665444,0.961,0.8894853757867457,0.9238607960007691
1FBI,ONE_VS_NINE,ONE_VS_NINE,1:10,0.9747067915265024,0.961,0.8006998833527745,0.8735569493682392
1FBI,ONE_VS_NINE,HIGH_VS_95LOW,1:1,0.9706,0.961,0.9798123980424144,0.9703150242326333
1FBI,ONE_VS_NINE,HIGH_VS_95LOW,1:2,0.9742,0.961,0.9615769461677006,0.9612883865159548
1FBI,ONE_VS_NINE,HIGH_VS_95LOW,1:5,0.9767333333333333,0.961,0.9052373775433308,0.9322856034148235
1FBI,ONE_VS_NINE,HIGH_VS_95LOW,1:10,0.978,0.961,0.8256013745704467,0.888170055452865
1FBI,ONE_VS_NINE,HIGH_VS_95LOW,1:15,0.9781,0.961,0.7552656397359321,0.845801795458546
1FBI,ONE_VS_NINE,HIGH_VS_LOOSER,1:1,0.7133,0.961,0.6426374214257055,0.7702171996473511
1FBI,ONE_VS_NINE,HIGH_VS_LOOSER,1:2,0.6339333333333333,0.961,0.4756954756954757,0.6363816965763857
1FBI,ONE_VS_NINE,HIGH_VS_LOOSER,1:5,0.5487,0.961,0.2647528789464984,0.4151367229685947
1FBI,ONE_VS_NINE,HIGH_VS_LOOSER,1:10,0.5122545454545454,0.961,0.15285023539890571,0.2637501372269184
1FBI,ONE_VS_NINE,HIGH_VS_LOOSER,1:15,0.4985375,0.961,0.10742951684664744,0.19325517324592276
1FBI,HIGH_VS_95LOW,ONE_VS_NINE,1:1,0.9304652326163082,0.9996,0.8782287822878229,0.934992049387335
1FBI,HIGH_VS_95LOW,ONE_VS_NINE,1:2,0.9175058352784261,0.9996,0.8018610620888817,0.889878037923974
1FBI,HIGH_VS_95LOW,ONE_VS_NINE,1:5,0.9047507917986332,0.9996,0.6364446708264357,0.777717264451879
1FBI,HIGH_VS_95LOW,ONE_VS_NINE,1:10,0.8988817165196836,0.9996,0.47342995169082125,0.6425403355402713
1FBI,HIGH_VS_95LOW,HIGH_VS_95LOW,1:1,0.998,0.9996,0.9964114832535885,0.998003194888179
1FBI,HIGH_VS_95LOW,HIGH_VS_95LOW,1:2,0.9972,0.9996,0.9920603414053196,0.9958158995815901
1FBI,HIGH_VS_95LOW,HIGH_VS_95LOW,1:5,0.9958666666666667,0.9996,0.976171875,0.9877470355731226
1FBI,HIGH_VS_95LOW,HIGH_VS_95LOW,1:10,0.9951454545454546,0.9996,0.9496484894546836,0.9739842151417715
1FBI,HIGH_VS_95LOW,HIGH_VS_95LOW,1:15,0.9951125,0.9996,0.9277891219602747,0.9623567921440261
1FBI,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:1,0.7831,0.9996,0.6975575715282624,0.8217016029593096
1FBI,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:2,0.7072666666666667,0.9996,0.5324384787472036,0.694793911169806
1FBI,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:5,0.6319666666666667,0.9996,0.3116542994325622,0.47516280838522607
1FBI,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:10,0.6004363636363637,0.9996,0.1853032774729349,0.3126485674965595
1FBI,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:15,0.58775,0.9996,0.13160943753949864,0.23259493670886075
1FBI,HIGH_VS_LOOSER,ONE_VS_NINE,1:1,0.9738869434717359,0.991,0.9582285824792109,0.9743388064103825
1FBI,HIGH_VS_LOOSER,ONE_VS_NINE,1:2,0.9733244414804935,0.991,0.9331450094161958,0.9612027158098932
1FBI,HIGH_VS_LOOSER,ONE_VS_NINE,1:5,0.9728288048008001,0.991,0.8655021834061135,0.924009324009324
1FBI,HIGH_VS_LOOSER,ONE_VS_NINE,1:10,0.9715428675334121,0.991,0.7652509652509653,0.8636165577342048
1FBI,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:1,0.9942,0.991,0.9973832528180354,0.9941813804173355
1FBI,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:2,0.9949333333333333,0.991,0.9937825912555155,0.9923893450831164
1FBI,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:5,0.9961,0.991,0.985677342351303,0.988331504936671
1FBI,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:10,0.9968,0.991,0.974243020055053,0.982550069403133
1FBI,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:15,0.99705,0.991,0.962883793237466,0.9767396018135226
1FBI,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:1,0.975,0.991,0.9602713178294574,0.9753937007874016
1FBI,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:2,0.9726,0.991,0.9312159368539749,0.9601782772987113
1FBI,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:5,0.9678333333333333,0.991,0.843404255319149,0.911264367816092
1FBI,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:10,0.9666363636363636,0.991,0.7346182357301705,0.8437633035334186
1FBI,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:15,0.965975,0.991,0.6492400419287212,0.7845155161494616
2YPV,ONE_VS_NINE,ONE_VS_NINE,1:1,0.9473736868434217,0.9434,0.9510080645161291,0.9471887550200803
2YPV,ONE_VS_NINE,ONE_VS_NINE,1:2,0.9443147715905301,0.9434,0.8952362877206301,0.9186873113253482
2YPV,ONE_VS_NINE,ONE_VS_NINE,1:5,0.939489914985831,0.9434,0.7548407745239238,0.8386523246510801
2YPV,ONE_VS_NINE,ONE_VS_NINE,1:10,0.9383580325484135,0.9434,0.6028885480572597,0.7356519026824703
2YPV,ONE_VS_NINE,HIGH_VS_95LOW,1:1,0.8137,0.9434,0.7490868667619501,0.8350889616712401
2YPV,ONE_VS_NINE,HIGH_VS_95LOW,1:2,0.7744,0.9434,0.6033512407265286,0.7359962552660322
2YPV,ONE_VS_NINE,HIGH_VS_95LOW,1:5,0.7268333333333333,0.9434,0.3735054240240716,0.5351409609166714
2YPV,ONE_VS_NINE,HIGH_VS_95LOW,1:10,0.7093818181818182,0.9434,0.23102164756587326,0.3711543001022897
2YPV,ONE_VS_NINE,HIGH_VS_95LOW,1:15,0.701375,0.9434,0.16653721225815563,0.2830992677949826
2YPV,ONE_VS_NINE,HIGH_VS_LOOSER,1:1,0.6267,0.9434,0.5775682625198971,0.7164881901724006
2YPV,ONE_VS_NINE,HIGH_VS_LOOSER,1:2,0.5191333333333333,0.9434,0.40499699493431784,0.5667087162852166
2YPV,ONE_VS_NINE,HIGH_VS_LOOSER,1:5,0.4063,0.9434,0.2120476511575635,0.34626536979262246
2YPV,ONE_VS_NINE,HIGH_VS_LOOSER,1:10,0.35596363636363637,0.9434,0.11835106382978723,0.2103174603174603
2YPV,ONE_VS_NINE,HIGH_VS_LOOSER,1:15,0.337225,0.9434,0.08209760512392092,0.15105033943896506
2YPV,HIGH_VS_95LOW,ONE_VS_NINE,1:1,0.8066033016508254,0.9936,0.7232493812782065,0.8371387648496081
2YPV,HIGH_VS_95LOW,ONE_VS_NINE,1:2,0.7533844614871624,0.9936,0.5753995830437804,0.7287663194953792
2YPV,HIGH_VS_95LOW,ONE_VS_NINE,1:5,0.7011835305884314,0.9936,0.357435786747248,0.5257421027567596
2YPV,HIGH_VS_95LOW,ONE_VS_NINE,1:10,0.678570779161742,0.9936,0.21969663467916686,0.35983051461268245
2YPV,HIGH_VS_95LOW,HIGH_VS_95LOW,1:1,0.9889,0.9936,0.9843471369130177,0.9889519259480442
2YPV,HIGH_VS_95LOW,HIGH_VS_95LOW,1:2,0.9874,0.9936,0.9693658536585366,0.9813333333333333
2YPV,HIGH_VS_95LOW,HIGH_VS_95LOW,1:5,0.9849,0.9936,0.9218778994247542,0.9563961882760612
2YPV,HIGH_VS_95LOW,HIGH_VS_95LOW,1:10,0.9838545454545454,0.9936,0.853021978021978,0.917960088691796
2YPV,HIGH_VS_95LOW,HIGH_VS_95LOW,1:15,0.983425,0.9936,0.7933567550303418,0.8822589238145978
2YPV,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:1,0.7619,0.9936,0.6789667896678967,0.8066899407323214
2YPV,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:2,0.6884,0.9936,0.5169614984391259,0.680082135523614
2YPV,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:5,0.6126333333333334,0.9936,0.3000543576734916,0.46091756737950557
2YPV,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:10,0.577709090909091,0.9936,0.1764079255734678,0.2996200470417948
2YPV,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:15,0.5635375,0.9936,0.12465811858580282,0.2215236439034178
2YPV,HIGH_VS_LOOSER,ONE_VS_NINE,1:1,0.8681340670335168,0.9488,0.8170857733379263,0.878030723672034
2YPV,HIGH_VS_LOOSER,ONE_VS_NINE,1:2,0.8540180060020006,0.9488,0.7104987269731916,0.8125374668151066
2YPV,HIGH_VS_LOOSER,ONE_VS_NINE,1:5,0.8423737289548258,0.9488,0.5147569444444444,0.6674169949352841
2YPV,HIGH_VS_LOOSER,ONE_VS_NINE,1:10,0.8372215655968724,0.9488,0.3529761904761905,0.514533622559653
2YPV,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:1,0.9671,0.9488,0.9848453394228773,0.9664867067332179
2YPV,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:2,0.9742666666666666,0.9488,0.9733278621255642,0.9609074336641684
2YPV,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:5,0.9807333333333333,0.9488,0.9364390051322542,0.9425789787403139
2YPV,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:10,0.9842,0.9488,0.8855702818741833,0.9160953944192334
2YPV,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:15,0.9852375,0.9488,0.8368318927500441,0.889305464429656
2YPV,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:1,0.943,0.9488,0.9379201265322262,0.9433286935772519
2YPV,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:2,0.9403333333333334,0.9488,0.8812929593163663,0.9138014061446594
2YPV,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:5,0.935,0.9488,0.736874805840323,0.829515649589089
2YPV,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:10,0.9353636363636364,0.9488,0.5898296655476812,0.7274400061335582
2YPV,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:15,0.9345875,0.9488,0.4880156362514145,0.644521431967937
1OB1,ONE_VS_NINE,ONE_VS_NINE,1:1,0.9472736368184093,0.948,0.9466746554823248,0.9473368641950635
1OB1,ONE_VS_NINE,ONE_VS_NINE,1:2,0.9488496165388463,0.948,0.9033733562035449,0.9251488240460622
1OB1,ONE_VS_NINE,ONE_VS_NINE,1:5,0.9521586931155193,0.948,0.801352493660186,0.8685295464956482
1OB1,ONE_VS_NINE,ONE_VS_NINE,1:10,0.9528320756432402,0.948,0.6700593723494487,0.7851581911545469
1OB1,ONE_VS_NINE,HIGH_VS_95LOW,1:1,0.9451,0.948,0.9425333068204415,0.9452587496260842
1OB1,ONE_VS_NINE,HIGH_VS_95LOW,1:2,0.9453333333333334,0.948,0.8943396226415095,0.9203883495145632
1OB1,ONE_VS_NINE,HIGH_VS_95LOW,1:5,0.9432666666666667,0.948,0.7667421546425105,0.8477910928277588
1OB1,ONE_VS_NINE,HIGH_VS_95LOW,1:10,0.9431636363636363,0.948,0.6231922166710492,0.752022846263684
1OB1,ONE_VS_NINE,HIGH_VS_95LOW,1:15,0.9423,0.948,0.521108179419525,0.6725312145289444
1OB1,ONE_VS_NINE,HIGH_VS_LOOSER,1:1,0.7288,0.948,0.6590656284760845,0.7775590551181103
1OB1,ONE_VS_NINE,HIGH_VS_LOOSER,1:2,0.6539333333333334,0.948,0.4901251163271637,0.6461727216958626
1OB1,ONE_VS_NINE,HIGH_VS_LOOSER,1:5,0.5838666666666666,0.948,0.27941523225654324,0.43161537060644684
1OB1,ONE_VS_NINE,HIGH_VS_LOOSER,1:10,0.5523454545454546,0.948,0.16288100065289854,0.27799771267704765
1OB1,ONE_VS_NINE,HIGH_VS_LOOSER,1:15,0.539375,0.948,0.11468666827969998,0.2046190373408159
1OB1,HIGH_VS_95LOW,ONE_VS_NINE,1:1,0.8094047023511756,0.9964,0.7252875236570098,0.8394978515460443
1OB1,HIGH_VS_95LOW,ONE_VS_NINE,1:2,0.7737912637545848,0.9964,0.5962182862613691,0.7460317460317459
1OB1,HIGH_VS_95LOW,ONE_VS_NINE,1:5,0.7424237372895482,0.9964,0.3925925925925926,0.563256076879593
1OB1,HIGH_VS_95LOW,ONE_VS_NINE,1:10,0.724447677061551,0.9964,0.24763893031116413,0.39668763436579346
1OB1,HIGH_VS_95LOW,HIGH_VS_95LOW,1:1,0.9876,0.9964,0.9791666666666666,0.9877081681205393
1OB1,HIGH_VS_95LOW,HIGH_VS_95LOW,1:2,0.9847333333333333,0.9964,0.959368380512228,0.9775336014912194
1OB1,HIGH_VS_95LOW,HIGH_VS_95LOW,1:5,0.9820666666666666,0.9964,0.9054889131225009,0.9487716625404685
1OB1,HIGH_VS_95LOW,HIGH_VS_95LOW,1:10,0.9813454545454545,0.9964,0.8317195325542571,0.9066424021838033
1OB1,HIGH_VS_95LOW,HIGH_VS_95LOW,1:15,0.980675,0.9964,0.765284178187404,0.8656820156385752
1OB1,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:1,0.7023,0.9964,0.6273769046719557,0.7699559539448265
1OB1,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:2,0.6040666666666666,0.9964,0.4569384573053288,0.6265484499779915
1OB1,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:5,0.5076666666666667,0.9964,0.25245768724029594,0.402846284466726
1OB1,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:10,0.4638181818181818,0.9964,0.1445985952284205,0.25254727023875906
1OB1,HIGH_VS_95LOW,HIGH_VS_LOOSER,1:15,0.4480125,0.9964,0.10141888728294282,0.1840991814940044
1OB1,HIGH_VS_LOOSER,ONE_VS_NINE,1:1,0.9194597298649325,0.9302,0.9107107891129822,0.9203522311269418
1OB1,HIGH_VS_LOOSER,ONE_VS_NINE,1:2,0.9179059686562188,0.9302,0.8405928067955901,0.883129212949777
1OB1,HIGH_VS_LOOSER,ONE_VS_NINE,1:5,0.9207534589098183,0.9302,0.6963617307980237,0.7964723007106774
1OB1,HIGH_VS_LOOSER,ONE_VS_NINE,1:10,0.9203745795072279,0.9302,0.535767768690243,0.6799210584021635
1OB1,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:1,0.9619,0.9302,0.9931667734358317,0.9606526902819373
1OB1,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:2,0.9729333333333333,0.9302,0.987892948173322,0.9581788215904408
1OB1,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:5,0.9847333333333333,0.9302,0.9771008403361344,0.9530737704918033
1OB1,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:10,0.9900181818181818,0.9302,0.9587713873428159,0.9442696172977364
1OB1,HIGH_VS_LOOSER,HIGH_VS_95LOW,1:15,0.9920375,0.9302,0.9416886009313626,0.935909045175571
1OB1,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:1,0.9114,0.9302,0.8964919043947571,0.9130349430702788
1OB1,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:2,0.9094,0.9302,0.8215862921745275,0.8725260294531471
1OB1,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:5,0.9048333333333334,0.9302,0.64985329048484,0.7651558772723532
1OB1,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:10,0.9022727272727272,0.9302,0.48062416038028316,0.633780745383934
1OB1,HIGH_VS_LOOSER,HIGH_VS_LOOSER,1:15,0.9009625,0.9302,0.38044989775051125,0.5400290275761974
